0.0189354,0.0145127,0.00163913,0.0216746,0,0.0117394,0.0179281,0.0183821,0.0187171,0.0191459,0.0181705,0.0211434,0.00805794,0.0214791,0.00631861,0.0153672,0.0217538,0.0168026,0.0181737,0.0196835,0.0205502,0.0196797,0.00556339,0.00141884,0.000401234,0.019783,0.0164523,0.0207506
0.0166848,0.0163408,0.0141113,0.0248857,0.000978236,0.00859946,0.0134347,0.0132215,0.0239002,0.0158855,0.0125376,0.0145299,0.00853194,0.0126528,0.0109944,0.0168938,0.0342147,0.013331,0.0142304,0.0216861,0.0289856,0.0130025,0.0036106,0.0471922,0.101628,0.0178473,0.0193707,0.016322
0.0187389,0.0126007,9.60883e-05,0.0206712,0,0.0133801,0.0232384,0.0195763,0.0276436,0.00957294,0.0536938,0.00430885,0,0.0218873,0.00859331,0.0125177,0.0109825,0.0148307,0.0125159,0.0240793,0.0272806,0.0170142,0,0.000929212,0.0677419,0.0147005,0,0.0244078
0.0175594,0.0180074,0.00467069,0.0173598,0,0.0106079,0.0161579,0.0167614,0.0209487,0.0160936,0.0170803,0.0200412,0.0137459,0.015918,0.0219888,0.0189631,0.0236546,0.0172747,0.0188595,0.0139689,0.0141787,0.00940476,0.0520645,0.0122973,0.00992804,0.0168929,0.0175377,0.0162418
0.0190638,0.019037,0.0176061,0.0142491,0.000294021,0.00854288,0.0131624,0.0133068,0.0208047,0.0183135,0.00972122,0.0193397,0.0142199,0.0143874,0.0192086,0.0178097,0.0200642,0.0194965,0.0129016,0.0143108,0.0122942,0.0137552,0.0227449,0.0178735,0.0198661,0.0184221,0.0176784,0.0177648
0.0181952,0.0177508,0.000409847,0.0150518,0,0.0109756,0.0169295,0.0172732,0.0167014,0.0191806,0.00663223,0.0158826,0.00971693,0.0197445,0.0142801,0.0201843,0.0122497,0.0193854,0.0195882,0.0144085,0.0130121,0.0194967,0.00389779,0.00151263,0.000399613,0.0196136,0.0141961,0.0160615
0.0181952,0.0138306,0.00858744,0.0244843,0.00703272,0.0094198,0.0147055,0.0145862,0.0195089,0.0144635,0.0224406,0.0168847,0.0161159,0.0167853,0.0135218,0.0199129,0.0236546,0.0142752,0.0157734,0.0172414,0.0211783,0.0131164,0.0256472,0.0216058,0.028952,0.0136652,0.019322,0.0222235
0.0147873,0.0129196,0.000233177,0.0182629,0,0.0116828,0.0177011,0.0178703,0.0181411,0.0200477,0.0259838,0.0141791,0.0118499,0.0234178,0.00998341,0.0186239,0.0156289,0.0160805,0.014959,0.018609,0.0167811,0.020829,0.000336478,0.00170831,0,0.0195283,0.0227968,0.020911
0.0207247,0.0129733,0.000758719,0.0193667,0,0.0115131,0.0182004,0.0176144,0.0185731,0.0171689,0.0126285,0.0174358,0.0104279,0.015918,0.0135218,0.0167581,0.0162625,0.0144141,0.0131588,0.0192439,0.020281,0.0137375,0.00161097,0.00331323,0.00212241,0.0172622,0.0168477,0.0215722
0.015706,0.0143475,0.000437917,0.0247853,0,0.0106362,0.0166572,0.016804,0.0199409,0.0144982,0.024621,0.0154818,0.0132719,0.0221934,0.00859331,0.0134336,0.0215426,0.0148307,0.0154734,0.0171926,0.018217,0.0165732,0.0174586,0.00505363,0.0120614,0.0166752,0.0251924,0.0220832
0.0197298,0.0124307,0.00208955,0.0227784,0,0.0121637,0.0189266,0.0189792,0.0178532,0.0178279,0.0123559,0.0255024,0.00497697,0.021326,0.00846694,0.0142817,0.020909,0.0152195,0.0153877,0.0221745,0.0239602,0.0208071,0.000538983,0.00177535,0.000256844,0.0178539,0.013165,0.0218728
0.0193165,0.0186604,0.000142135,0.0111383,0,0.0136912,0.0225122,0.0197895,0.0161974,0.0228571,0.00981207,0.0125257,0.0161159,0.0189281,0.0154174,0.0194719,0.00232322,0.0225515,0.0153019,0.0169483,0.00888414,0.0204112,0.000765728,0,0,0.0219199,0.0459209,0.0160615
0.0194409,0.0151243,0.000535582,0.0173598,0,0.012192,0.018972,0.0190218,0.018861,0.0188337,0.0128102,0.0153816,0.00545096,0.0214791,0.00871969,0.0171991,0.0143617,0.0167192,0.0165021,0.0211488,0.0228834,0.0199112,0.00219464,0.000546702,0.00740492,0.0201351,0.00863595,0.0210312
0.018462,0.0170463,0.00377809,0.0175605,0,0.0106362,0.0165664,0.0164628,0.018789,0.0177932,0.017262,0.0171352,0.00829494,0.0181118,0.0160493,0.0179454,0.0143617,0.0165526,0.0167593,0.0178275,0.0183964,0.0161958,0.00301732,0.00386118,0.00440225,0.0181343,0.0175782,0.0190373
0.0195051,0.014754,0.000646441,0.0150518,0,0.0122486,0.018972,0.0195336,0.0169173,0.0188337,0.0170803,0.023849,0.00379197,0.0252545,0.00834057,0.0175044,0.0206978,0.0171358,0.0173594,0.0191951,0.0177683,0.0207112,0.0006096,0.00155465,0.000143845,0.0181565,0.0211705,0.0189471
0.0181952,0.0207737,0.000440702,0.0109377,0,0.0124749,0.0194712,0.0190218,0.0167734,0.0202905,0.0146273,0.0159327,0.0139829,0.0187751,0.0197141,0.0210663,0.0107713,0.0202742,0.021517,0.0156784,0.0131019,0.0204404,0.000824259,0.00399458,0.000477401,0.0193258,0.022526,0.0176947
